intern_id,course,rating
INT_1499,APIs & Microservices,7.1
INT_1499,Time Series Analysis,7.1
INT_1499,Business Intelligence & BI Tools,7.1
INT_1500,SQL & Databases,8.5
INT_1500,System Design,8.5
INT_1500,APIs & Microservices,8.5
INT_1501,Python Fundamentals,4.2
INT_1501,Data Visualization,4.2
INT_1501,System Design,4.2
INT_1501,Frontend Basics (React),8.5
INT_1501,Statistics & Probability,4.2
INT_1501,NLP & Text Analytics,4.2
INT_1501,A/B Testing & Experimentation,8.5
INT_1501,Git & Version Control,4.2
INT_1501,APIs & Microservices,4.2
INT_1501,Time Series Analysis,8.5
INT_1502,Python Fundamentals,5.3
INT_1502,SQL & Databases,8.5
INT_1502,Frontend Basics (React),5.3
INT_1502,Data Wrangling & Pandas,8.5
INT_1502,Git & Version Control,8.5
INT_1502,APIs & Microservices,5.3
INT_1502,Time Series Analysis,5.3
INT_1502,Reinforcement Learning,5.3
INT_1503,Python Fundamentals,8.5
INT_1503,SQL & Databases,6.4
INT_1503,Cloud Computing (AWS),8.5
INT_1503,Docker & Kubernetes,8.5
INT_1503,System Design,6.4
INT_1503,Data Wrangling & Pandas,6.4
INT_1503,Git & Version Control,6.4
INT_1503,APIs & Microservices,6.4
INT_1504,SQL & Databases,8.5
INT_1504,Cloud Computing (AWS),8.5
INT_1504,Docker & Kubernetes,8.5
INT_1505,Python Fundamentals,5.9
INT_1505,Statistics & Probability,8.5
INT_1505,MLOps Pipelines,8.5
INT_1505,Data Wrangling & Pandas,5.9
INT_1505,Git & Version Control,5.9
INT_1505,APIs & Microservices,8.5
INT_1505,Time Series Analysis,5.9
INT_1506,Python Fundamentals,8.5
INT_1506,SQL & Databases,4.4
INT_1506,Data Visualization,4.4
INT_1506,Cloud Computing (AWS),8.5
INT_1506,Docker & Kubernetes,8.5
INT_1506,System Design,4.4
INT_1506,Frontend Basics (React),4.4
INT_1506,Data Wrangling & Pandas,4.4
INT_1506,Git & Version Control,4.4
INT_1506,Time Series Analysis,4.4
INT_1507,SQL & Databases,8.5
INT_1507,Machine Learning Basics,5.9
INT_1507,System Design,5.9
INT_1507,Frontend Basics (React),8.5
INT_1507,Data Wrangling & Pandas,8.5
INT_1507,Git & Version Control,5.9
INT_1508,Python Fundamentals,8.5
INT_1508,Data Visualization,4.9
INT_1508,Frontend Basics (React),4.9
INT_1508,Git & Version Control,8.5
INT_1508,APIs & Microservices,8.5
INT_1509,Python Fundamentals,6.3
INT_1509,Data Visualization,8.5
INT_1509,Cloud Computing (AWS),6.3
INT_1509,Docker & Kubernetes,6.3
INT_1509,System Design,8.5
INT_1509,MLOps Pipelines,6.3
INT_1509,Data Wrangling & Pandas,6.3
INT_1509,Git & Version Control,6.3
INT_1509,APIs & Microservices,6.3
INT_1509,Business Intelligence & BI Tools,8.5
INT_1510,Cloud Computing (AWS),6.7
INT_1510,Statistics & Probability,8.5
INT_1510,NLP & Text Analytics,8.5
INT_1510,A/B Testing & Experimentation,8.5
INT_1511,Machine Learning Basics,8.5
INT_1511,Deep Learning,5.3
INT_1511,Data Visualization,5.3
INT_1511,Statistics & Probability,5.3
INT_1511,NLP & Text Analytics,5.3
INT_1511,Data Wrangling & Pandas,8.5
INT_1511,Time Series Analysis,8.5
INT_1512,Docker & Kubernetes,6.8
INT_1512,System Design,8.5
INT_1512,MLOps Pipelines,8.5
INT_1512,Git & Version Control,6.8
INT_1512,APIs & Microservices,8.5
INT_1512,Business Intelligence & BI Tools,6.8
INT_1513,Python Fundamentals,5.8
INT_1513,SQL & Databases,5.8
INT_1513,Docker & Kubernetes,5.8
INT_1513,System Design,5.8
INT_1513,Frontend Basics (React),8.5
INT_1513,Data Wrangling & Pandas,8.5
INT_1513,Git & Version Control,5.8
INT_1513,APIs & Microservices,8.5
INT_1513,Reinforcement Learning,5.8
INT_1514,Python Fundamentals,8.5
INT_1514,SQL & Databases,5.4
INT_1514,Cloud Computing (AWS),8.5
INT_1514,Docker & Kubernetes,5.4
INT_1514,Cybersecurity Essentials,8.5
INT_1514,System Design,5.4
INT_1514,Data Wrangling & Pandas,5.4
INT_1514,Git & Version Control,5.4
INT_1514,APIs & Microservices,5.4
INT_1515,SQL & Databases,6.4
INT_1515,Cloud Computing (AWS),8.5
INT_1515,Docker & Kubernetes,8.5
INT_1515,System Design,8.5
INT_1515,Frontend Basics (React),6.4
INT_1515,APIs & Microservices,6.4
INT_1515,Time Series Analysis,6.4
INT_1516,Python Fundamentals,6.9
INT_1516,SQL & Databases,6.9
INT_1516,Cloud Computing (AWS),6.9
INT_1516,Docker & Kubernetes,8.5
INT_1516,Cybersecurity Essentials,6.9
INT_1516,System Design,8.5
INT_1516,MLOps Pipelines,6.9
INT_1516,Git & Version Control,6.9
INT_1516,APIs & Microservices,8.5
INT_1517,Python Fundamentals,7.1
INT_1517,SQL & Databases,8.5
INT_1517,Cloud Computing (AWS),7.1
INT_1517,Docker & Kubernetes,8.5
INT_1517,System Design,7.1
INT_1517,Frontend Basics (React),7.1
INT_1517,Data Wrangling & Pandas,7.1
INT_1517,Git & Version Control,7.1
INT_1517,APIs & Microservices,8.5
INT_1517,Time Series Analysis,7.1
INT_1518,Python Fundamentals,6.1
INT_1518,Machine Learning Basics,8.5
INT_1518,Data Visualization,6.1
INT_1518,Frontend Basics (React),6.1
INT_1518,Statistics & Probability,8.5
INT_1518,A/B Testing & Experimentation,6.1
INT_1518,Git & Version Control,6.1
INT_1518,APIs & Microservices,6.1
INT_1518,Time Series Analysis,8.5
INT_1519,Python Fundamentals,6.1
INT_1519,SQL & Databases,6.1
INT_1519,Cloud Computing (AWS),6.1
INT_1519,Docker & Kubernetes,8.5
INT_1519,Cybersecurity Essentials,6.1
INT_1519,System Design,6.1
INT_1519,NLP & Text Analytics,8.5
INT_1519,Git & Version Control,6.1
INT_1519,APIs & Microservices,6.1
INT_1519,Reinforcement Learning,8.5
INT_1519,Business Intelligence & BI Tools,6.1
INT_1520,Python Fundamentals,8.5
INT_1520,SQL & Databases,8.5
INT_1520,Data Wrangling & Pandas,8.5
INT_1521,SQL & Databases,7.3
INT_1521,Machine Learning Basics,8.5
INT_1521,Deep Learning,8.5
INT_1521,Data Visualization,7.3
INT_1521,Frontend Basics (React),7.3
INT_1521,Statistics & Probability,7.3
INT_1521,NLP & Text Analytics,8.5
INT_1521,A/B Testing & Experimentation,7.3
INT_1521,APIs & Microservices,7.3
INT_1521,Time Series Analysis,7.3
INT_1521,Business Intelligence & BI Tools,7.3
INT_1522,Cloud Computing (AWS),8.5
INT_1522,Docker & Kubernetes,8.5
INT_1522,Cybersecurity Essentials,8.5
INT_1522,Reinforcement Learning,7.0
INT_1523,SQL & Databases,8.5
INT_1523,Cloud Computing (AWS),4.5
INT_1523,System Design,8.5
INT_1523,NLP & Text Analytics,4.5
INT_1523,Git & Version Control,8.5
INT_1524,Python Fundamentals,8.5
INT_1524,SQL & Databases,8.5
INT_1524,Git & Version Control,8.5
INT_1525,Python Fundamentals,8.5
INT_1525,Deep Learning,5.9
INT_1525,Data Visualization,5.9
INT_1525,System Design,5.9
INT_1525,Frontend Basics (React),5.9
INT_1525,Statistics & Probability,8.5
INT_1525,Data Wrangling & Pandas,5.9
INT_1525,Git & Version Control,5.9
INT_1525,APIs & Microservices,5.9
INT_1525,Time Series Analysis,8.5
INT_1526,SQL & Databases,6.1
INT_1526,Machine Learning Basics,8.5
INT_1526,Data Visualization,6.1
INT_1526,Statistics & Probability,8.5
INT_1526,A/B Testing & Experimentation,8.5
INT_1526,Time Series Analysis,6.1
INT_1526,Business Intelligence & BI Tools,6.1
INT_1527,Python Fundamentals,5.9
INT_1527,Cloud Computing (AWS),8.5
INT_1527,Docker & Kubernetes,5.9
INT_1527,Cybersecurity Essentials,8.5
INT_1527,System Design,5.9
INT_1527,Statistics & Probability,5.9
INT_1527,MLOps Pipelines,8.5
INT_1527,Git & Version Control,5.9
INT_1527,APIs & Microservices,5.9
INT_1527,Time Series Analysis,5.9
INT_1528,Python Fundamentals,6.6
INT_1528,SQL & Databases,6.6
INT_1528,Machine Learning Basics,6.6
INT_1528,Data Visualization,6.6
INT_1528,Cybersecurity Essentials,6.6
INT_1528,Statistics & Probability,6.6
INT_1528,NLP & Text Analytics,8.5
INT_1528,MLOps Pipelines,8.5
INT_1528,A/B Testing & Experimentation,6.6
INT_1528,Data Wrangling & Pandas,8.5
INT_1528,Business Intelligence & BI Tools,6.6
INT_1529,SQL & Databases,8.5
INT_1529,Data Visualization,8.5
INT_1529,Statistics & Probability,5.8
INT_1529,A/B Testing & Experimentation,5.8
INT_1529,Data Wrangling & Pandas,5.8
INT_1529,Time Series Analysis,8.5
INT_1529,Business Intelligence & BI Tools,5.8
INT_1530,Python Fundamentals,8.5
INT_1530,Frontend Basics (React),8.5
INT_1530,Git & Version Control,8.5
INT_1531,SQL & Databases,8.5
INT_1531,Machine Learning Basics,6.5
INT_1531,Deep Learning,6.5
INT_1531,Data Visualization,6.5
INT_1531,Statistics & Probability,6.5
INT_1531,A/B Testing & Experimentation,6.5
INT_1531,Data Wrangling & Pandas,8.5
INT_1531,Time Series Analysis,8.5
INT_1532,SQL & Databases,8.5
INT_1532,Cloud Computing (AWS),8.5
INT_1532,Docker & Kubernetes,8.5
INT_1532,APIs & Microservices,5.7
INT_1533,SQL & Databases,6.2
INT_1533,Machine Learning Basics,6.2
INT_1533,Deep Learning,6.2
INT_1533,NLP & Text Analytics,8.5
INT_1533,MLOps Pipelines,8.5
INT_1533,A/B Testing & Experimentation,8.5
INT_1533,Data Wrangling & Pandas,6.2
INT_1533,Git & Version Control,6.2
INT_1533,Reinforcement Learning,6.2
INT_1534,SQL & Databases,5.3
INT_1534,Cloud Computing (AWS),8.5
INT_1534,Docker & Kubernetes,8.5
INT_1534,System Design,8.5
INT_1535,Python Fundamentals,8.5
INT_1535,Machine Learning Basics,5.2
INT_1535,Data Visualization,8.5
INT_1535,Cloud Computing (AWS),5.2
INT_1535,Frontend Basics (React),5.2
INT_1535,NLP & Text Analytics,5.2
INT_1535,Git & Version Control,5.2
INT_1535,APIs & Microservices,5.2
INT_1535,Reinforcement Learning,8.5
INT_1536,Python Fundamentals,8.5
INT_1536,SQL & Databases,8.5
INT_1536,Cloud Computing (AWS),8.5
INT_1536,Docker & Kubernetes,5.7
INT_1536,Cybersecurity Essentials,5.7
INT_1536,System Design,5.7
INT_1536,Git & Version Control,5.7
INT_1536,APIs & Microservices,5.7
INT_1537,Python Fundamentals,5.5
INT_1537,SQL & Databases,5.5
INT_1537,Machine Learning Basics,8.5
INT_1537,Deep Learning,5.5
INT_1537,Docker & Kubernetes,5.5
INT_1537,Statistics & Probability,5.5
INT_1537,NLP & Text Analytics,5.5
INT_1537,MLOps Pipelines,8.5
INT_1537,Data Wrangling & Pandas,5.5
INT_1537,Reinforcement Learning,8.5
INT_1538,Cybersecurity Essentials,8.5
INT_1538,MLOps Pipelines,8.5
INT_1538,A/B Testing & Experimentation,6.4
INT_1538,Git & Version Control,8.5
INT_1539,SQL & Databases,5.7
INT_1539,Deep Learning,8.5
INT_1539,Data Visualization,5.7
INT_1539,Frontend Basics (React),5.7
INT_1539,Statistics & Probability,5.7
INT_1539,MLOps Pipelines,8.5
INT_1539,A/B Testing & Experimentation,5.7
INT_1539,Time Series Analysis,8.5
INT_1539,Business Intelligence & BI Tools,5.7
INT_1540,Python Fundamentals,7.0
INT_1540,SQL & Databases,7.0
INT_1540,Cloud Computing (AWS),7.0
INT_1540,Docker & Kubernetes,8.5
INT_1540,Cybersecurity Essentials,7.0
INT_1540,System Design,7.0
INT_1540,NLP & Text Analytics,7.0
INT_1540,MLOps Pipelines,7.0
INT_1540,Git & Version Control,8.5
INT_1540,APIs & Microservices,8.5
INT_1541,SQL & Databases,6.3
INT_1541,Machine Learning Basics,6.3
INT_1541,Deep Learning,6.3
INT_1541,Data Visualization,6.3
INT_1541,Cloud Computing (AWS),6.3
INT_1541,Statistics & Probability,6.3
INT_1541,NLP & Text Analytics,8.5
INT_1541,A/B Testing & Experimentation,8.5
INT_1541,Time Series Analysis,8.5
INT_1541,Business Intelligence & BI Tools,6.3
INT_1542,Cloud Computing (AWS),8.5
INT_1542,Docker & Kubernetes,8.5
INT_1542,Cybersecurity Essentials,8.5
INT_1543,Machine Learning Basics,8.5
INT_1543,MLOps Pipelines,8.5
INT_1543,Reinforcement Learning,8.5
INT_1544,Python Fundamentals,6.7
INT_1544,SQL & Databases,8.5
INT_1544,Cloud Computing (AWS),6.7
INT_1544,Docker & Kubernetes,6.7
INT_1544,System Design,8.5
INT_1544,Frontend Basics (React),6.7
INT_1544,Data Wrangling & Pandas,6.7
INT_1544,Git & Version Control,8.5
INT_1544,APIs & Microservices,6.7
INT_1545,Python Fundamentals,7.0
INT_1545,SQL & Databases,8.5
INT_1545,System Design,8.5
INT_1545,MLOps Pipelines,7.0
INT_1545,Git & Version Control,7.0
INT_1545,APIs & Microservices,8.5
INT_1546,Python Fundamentals,8.5
INT_1546,SQL & Databases,8.5
INT_1546,Data Visualization,4.0
INT_1546,Frontend Basics (React),4.0
INT_1546,Statistics & Probability,8.5
INT_1546,A/B Testing & Experimentation,4.0
INT_1546,Business Intelligence & BI Tools,4.0
INT_1547,Python Fundamentals,6.5
INT_1547,Data Visualization,8.5
INT_1547,System Design,6.5
INT_1547,Frontend Basics (React),6.5
INT_1547,Statistics & Probability,6.5
INT_1547,MLOps Pipelines,8.5
INT_1547,Git & Version Control,8.5
INT_1547,APIs & Microservices,6.5
INT_1548,Python Fundamentals,6.5
INT_1548,SQL & Databases,6.5
INT_1548,Machine Learning Basics,6.5
INT_1548,Docker & Kubernetes,8.5
INT_1548,System Design,6.5
INT_1548,Frontend Basics (React),6.5
INT_1548,Data Wrangling & Pandas,8.5
INT_1548,Git & Version Control,8.5
INT_1548,APIs & Microservices,6.5
INT_1548,Reinforcement Learning,6.5
INT_1549,Machine Learning Basics,7.0
INT_1549,Deep Learning,8.5
INT_1549,Data Visualization,7.0
INT_1549,Statistics & Probability,7.0
INT_1549,NLP & Text Analytics,8.5
INT_1549,A/B Testing & Experimentation,7.0
INT_1549,Data Wrangling & Pandas,7.0
INT_1549,Git & Version Control,7.0
INT_1549,Time Series Analysis,8.5
INT_1549,Reinforcement Learning,7.0
INT_1549,Business Intelligence & BI Tools,7.0
INT_1550,Python Fundamentals,6.8
INT_1550,Machine Learning Basics,6.8
INT_1550,Deep Learning,8.5
INT_1550,Data Visualization,6.8
INT_1550,Frontend Basics (React),6.8
INT_1550,NLP & Text Analytics,6.8
INT_1550,MLOps Pipelines,8.5
INT_1550,Git & Version Control,6.8
INT_1550,APIs & Microservices,8.5
INT_1550,Business Intelligence & BI Tools,6.8
INT_1551,Python Fundamentals,8.5
INT_1551,Cloud Computing (AWS),7.0
INT_1551,Docker & Kubernetes,8.5
INT_1551,Cybersecurity Essentials,7.0
INT_1551,System Design,7.0
INT_1551,NLP & Text Analytics,7.0
INT_1551,Git & Version Control,7.0
INT_1551,APIs & Microservices,8.5
INT_1552,Python Fundamentals,5.7
INT_1552,SQL & Databases,8.5
INT_1552,System Design,8.5
INT_1552,Data Wrangling & Pandas,5.7
INT_1552,Git & Version Control,5.7
INT_1552,APIs & Microservices,8.5
INT_1553,SQL & Databases,8.5
INT_1553,Cloud Computing (AWS),8.5
INT_1553,Docker & Kubernetes,8.5
INT_1553,MLOps Pipelines,5.4
INT_1554,Python Fundamentals,6.9
INT_1554,Cloud Computing (AWS),8.5
INT_1554,Docker & Kubernetes,8.5
INT_1554,MLOps Pipelines,6.9
INT_1554,Data Wrangling & Pandas,6.9
INT_1554,Git & Version Control,8.5
INT_1555,Python Fundamentals,5.6
INT_1555,SQL & Databases,8.5
INT_1555,Cloud Computing (AWS),8.5
INT_1555,Docker & Kubernetes,5.6
INT_1555,Cybersecurity Essentials,5.6
INT_1555,System Design,5.6
INT_1555,Git & Version Control,5.6
INT_1555,APIs & Microservices,8.5
INT_1555,Reinforcement Learning,5.6
INT_1556,Machine Learning Basics,5.8
INT_1556,Deep Learning,5.8
INT_1556,Data Visualization,8.5
INT_1556,System Design,5.8
INT_1556,NLP & Text Analytics,5.8
INT_1556,A/B Testing & Experimentation,8.5
INT_1556,Time Series Analysis,8.5
INT_1556,Business Intelligence & BI Tools,5.8
INT_1557,Cloud Computing (AWS),8.5
INT_1557,Docker & Kubernetes,5.7
INT_1557,Frontend Basics (React),8.5
INT_1557,Git & Version Control,5.7
INT_1557,APIs & Microservices,8.5
INT_1558,Python Fundamentals,5.6
INT_1558,System Design,8.5
INT_1558,NLP & Text Analytics,5.6
INT_1558,MLOps Pipelines,8.5
INT_1558,Git & Version Control,8.5
INT_1558,APIs & Microservices,5.6
INT_1559,Python Fundamentals,8.5
INT_1559,SQL & Databases,5.3
INT_1559,Docker & Kubernetes,5.3
INT_1559,System Design,5.3
INT_1559,Git & Version Control,8.5
INT_1559,APIs & Microservices,8.5
INT_1560,Python Fundamentals,6.0
INT_1560,Cloud Computing (AWS),6.0
INT_1560,Docker & Kubernetes,6.0
INT_1560,System Design,6.0
INT_1560,Frontend Basics (React),6.0
INT_1560,Data Wrangling & Pandas,8.5
INT_1560,Git & Version Control,8.5
INT_1560,APIs & Microservices,8.5
INT_1561,Python Fundamentals,8.5
INT_1561,Docker & Kubernetes,8.5
INT_1561,Data Wrangling & Pandas,8.5
INT_1562,SQL & Databases,8.5
INT_1562,Data Visualization,6.2
INT_1562,Docker & Kubernetes,6.2
INT_1562,System Design,6.2
INT_1562,Statistics & Probability,8.5
INT_1562,Data Wrangling & Pandas,6.2
INT_1562,Git & Version Control,6.2
INT_1562,APIs & Microservices,6.2
INT_1562,Time Series Analysis,8.5
INT_1563,Python Fundamentals,5.9
INT_1563,Deep Learning,8.5
INT_1563,Data Visualization,5.9
INT_1563,Docker & Kubernetes,5.9
INT_1563,System Design,8.5
INT_1563,Frontend Basics (React),8.5
INT_1563,Data Wrangling & Pandas,5.9
INT_1563,Git & Version Control,5.9
INT_1563,APIs & Microservices,5.9
INT_1564,SQL & Databases,6.2
INT_1564,Docker & Kubernetes,6.2
INT_1564,System Design,6.2
INT_1564,Frontend Basics (React),8.5
INT_1564,A/B Testing & Experimentation,6.2
INT_1564,Data Wrangling & Pandas,8.5
INT_1564,Git & Version Control,8.5
INT_1564,APIs & Microservices,6.2
INT_1565,Machine Learning Basics,8.5
INT_1565,Deep Learning,5.5
INT_1565,Data Visualization,5.5
INT_1565,System Design,5.5
INT_1565,NLP & Text Analytics,5.5
INT_1565,A/B Testing & Experimentation,8.5
INT_1565,Data Wrangling & Pandas,5.5
INT_1565,Time Series Analysis,8.5
INT_1565,Reinforcement Learning,5.5
INT_1566,SQL & Databases,8.5
INT_1566,Data Visualization,6.7
INT_1566,Statistics & Probability,8.5
INT_1566,A/B Testing & Experimentation,8.5
INT_1567,Machine Learning Basics,8.5
INT_1567,Deep Learning,5.7
INT_1567,Data Visualization,8.5
INT_1567,Data Wrangling & Pandas,8.5
INT_1568,Python Fundamentals,8.5
INT_1568,Frontend Basics (React),8.5
INT_1568,APIs & Microservices,8.5
INT_1569,Machine Learning Basics,4.7
INT_1569,Deep Learning,8.5
INT_1569,Data Visualization,8.5
INT_1569,Time Series Analysis,8.5
INT_1570,SQL & Databases,8.5
INT_1570,System Design,5.8
INT_1570,Statistics & Probability,8.5
INT_1570,Data Wrangling & Pandas,5.8
INT_1570,Reinforcement Learning,5.8
INT_1570,Business Intelligence & BI Tools,8.5
INT_1571,SQL & Databases,8.5
INT_1571,Data Visualization,6.6
INT_1571,Docker & Kubernetes,6.6
INT_1571,Statistics & Probability,6.6
INT_1571,Data Wrangling & Pandas,6.6
INT_1571,APIs & Microservices,6.6
INT_1571,Time Series Analysis,8.5
INT_1571,Business Intelligence & BI Tools,8.5
INT_1572,Machine Learning Basics,8.5
INT_1572,Deep Learning,8.5
INT_1572,Data Visualization,8.5
INT_1573,Python Fundamentals,8.5
INT_1573,SQL & Databases,5.6
INT_1573,Cloud Computing (AWS),5.6
INT_1573,Docker & Kubernetes,5.6
INT_1573,Cybersecurity Essentials,5.6
INT_1573,MLOps Pipelines,8.5
INT_1573,Git & Version Control,8.5
INT_1573,APIs & Microservices,5.6
INT_1574,SQL & Databases,8.5
INT_1574,Cloud Computing (AWS),5.6
INT_1574,Cybersecurity Essentials,5.6
INT_1574,MLOps Pipelines,5.6
INT_1574,Git & Version Control,5.6
INT_1574,APIs & Microservices,8.5
INT_1574,Time Series Analysis,5.6
INT_1574,Business Intelligence & BI Tools,8.5
INT_1575,Python Fundamentals,6.4
INT_1575,Deep Learning,6.4
INT_1575,Data Visualization,6.4
INT_1575,System Design,8.5
INT_1575,MLOps Pipelines,6.4
INT_1575,A/B Testing & Experimentation,6.4
INT_1575,Data Wrangling & Pandas,8.5
INT_1575,Git & Version Control,8.5
INT_1576,Python Fundamentals,6.1
INT_1576,SQL & Databases,8.5
INT_1576,Machine Learning Basics,6.1
INT_1576,Cloud Computing (AWS),6.1
INT_1576,Docker & Kubernetes,8.5
INT_1576,Cybersecurity Essentials,8.5
INT_1576,Git & Version Control,6.1
INT_1577,Python Fundamentals,8.5
INT_1577,SQL & Databases,5.7
INT_1577,Cloud Computing (AWS),5.7
INT_1577,Docker & Kubernetes,5.7
INT_1577,System Design,8.5
INT_1577,Data Wrangling & Pandas,5.7
INT_1577,Git & Version Control,8.5
INT_1577,APIs & Microservices,5.7
INT_1578,SQL & Databases,8.5
INT_1578,Data Visualization,8.5
INT_1578,Frontend Basics (React),7.7
INT_1578,Statistics & Probability,7.7
INT_1578,A/B Testing & Experimentation,7.7
INT_1578,Time Series Analysis,8.5
INT_1578,Reinforcement Learning,7.7
INT_1578,Business Intelligence & BI Tools,7.7
INT_1579,Machine Learning Basics,6.6
INT_1579,Docker & Kubernetes,6.6
INT_1579,System Design,8.5
INT_1579,Git & Version Control,8.5
INT_1579,APIs & Microservices,8.5
INT_1579,Time Series Analysis,6.6
INT_1580,Python Fundamentals,8.5
INT_1580,SQL & Databases,8.5
INT_1580,Data Wrangling & Pandas,8.5
INT_1580,Git & Version Control,6.9
INT_1581,Machine Learning Basics,6.7
INT_1581,Cloud Computing (AWS),8.5
INT_1581,Docker & Kubernetes,6.7
INT_1581,Statistics & Probability,8.5
INT_1581,A/B Testing & Experimentation,8.5
INT_1581,Git & Version Control,6.7
INT_1582,SQL & Databases,8.5
INT_1582,Statistics & Probability,8.5
INT_1582,A/B Testing & Experimentation,8.5
INT_1583,Python Fundamentals,5.6
INT_1583,Machine Learning Basics,5.6
INT_1583,Deep Learning,8.5
INT_1583,Docker & Kubernetes,5.6
INT_1583,System Design,5.6
INT_1583,Statistics & Probability,5.6
INT_1583,NLP & Text Analytics,8.5
INT_1583,MLOps Pipelines,8.5
INT_1583,Data Wrangling & Pandas,5.6
INT_1583,Git & Version Control,5.6
INT_1583,Reinforcement Learning,5.6
INT_1584,Machine Learning Basics,8.5
INT_1584,Cloud Computing (AWS),6.2
INT_1584,NLP & Text Analytics,8.5
INT_1584,MLOps Pipelines,6.2
INT_1584,A/B Testing & Experimentation,6.2
INT_1584,Reinforcement Learning,8.5
INT_1585,SQL & Databases,8.5
INT_1585,Data Visualization,7.2
INT_1585,Docker & Kubernetes,7.2
INT_1585,System Design,7.2
INT_1585,Statistics & Probability,8.5
INT_1585,MLOps Pipelines,7.2
INT_1585,Data Wrangling & Pandas,7.2
INT_1585,APIs & Microservices,8.5
INT_1585,Time Series Analysis,7.2
INT_1585,Business Intelligence & BI Tools,7.2
INT_1586,Python Fundamentals,6.2
INT_1586,Machine Learning Basics,8.5
INT_1586,Deep Learning,8.5
INT_1586,Data Visualization,6.2
INT_1586,Frontend Basics (React),6.2
INT_1586,Git & Version Control,6.2
INT_1586,APIs & Microservices,6.2
INT_1586,Reinforcement Learning,8.5
INT_1587,Cloud Computing (AWS),6.5
INT_1587,Docker & Kubernetes,8.5
INT_1587,Cybersecurity Essentials,8.5
INT_1587,System Design,8.5
INT_1588,Machine Learning Basics,8.5
INT_1588,Deep Learning,8.5
INT_1588,Data Visualization,8.5
INT_1589,Python Fundamentals,5.8
INT_1589,SQL & Databases,5.8
INT_1589,Docker & Kubernetes,5.8
INT_1589,System Design,8.5
INT_1589,Git & Version Control,8.5
INT_1589,APIs & Microservices,8.5
INT_1590,SQL & Databases,8.5
INT_1590,MLOps Pipelines,5.6
INT_1590,Git & Version Control,8.5
INT_1590,APIs & Microservices,8.5
INT_1591,Python Fundamentals,8.5
INT_1591,System Design,8.5
INT_1591,MLOps Pipelines,8.5
INT_1592,SQL & Databases,8.5
INT_1592,Machine Learning Basics,6.3
INT_1592,Deep Learning,8.5
INT_1592,Data Visualization,8.5
INT_1592,NLP & Text Analytics,6.3
INT_1592,A/B Testing & Experimentation,6.3
INT_1593,Python Fundamentals,7.3
INT_1593,Data Visualization,7.3
INT_1593,Docker & Kubernetes,7.3
INT_1593,Frontend Basics (React),7.3
INT_1593,Statistics & Probability,8.5
INT_1593,A/B Testing & Experimentation,8.5
INT_1593,Data Wrangling & Pandas,7.3
INT_1593,Git & Version Control,7.3
INT_1593,APIs & Microservices,7.3
INT_1593,Time Series Analysis,7.3
INT_1593,Reinforcement Learning,8.5
INT_1594,Python Fundamentals,6.0
INT_1594,SQL & Databases,8.5
INT_1594,Data Visualization,8.5
INT_1594,Cybersecurity Essentials,6.0
INT_1594,Statistics & Probability,6.0
INT_1594,A/B Testing & Experimentation,8.5
INT_1594,Business Intelligence & BI Tools,6.0
INT_1595,Python Fundamentals,8.5
INT_1595,Frontend Basics (React),8.5
INT_1595,Git & Version Control,6.3
INT_1595,APIs & Microservices,8.5
INT_1596,Python Fundamentals,8.5
INT_1596,SQL & Databases,8.5
INT_1596,Cloud Computing (AWS),8.5
INT_1596,Docker & Kubernetes,5.8
INT_1596,Cybersecurity Essentials,5.8
INT_1596,System Design,5.8
INT_1596,MLOps Pipelines,5.8
INT_1596,Git & Version Control,5.8
INT_1596,APIs & Microservices,5.8
INT_1597,Python Fundamentals,8.5
INT_1597,Data Visualization,7.4
INT_1597,Cloud Computing (AWS),7.4
INT_1597,Docker & Kubernetes,7.4
INT_1597,Cybersecurity Essentials,7.4
INT_1597,System Design,7.4
INT_1597,Statistics & Probability,7.4
INT_1597,NLP & Text Analytics,7.4
INT_1597,Data Wrangling & Pandas,8.5
INT_1597,APIs & Microservices,8.5
INT_1597,Time Series Analysis,7.4
INT_1598,Data Visualization,7.0
INT_1598,Cloud Computing (AWS),7.0
INT_1598,Docker & Kubernetes,7.0
INT_1598,Statistics & Probability,7.0
INT_1598,MLOps Pipelines,8.5
INT_1598,Data Wrangling & Pandas,7.0
INT_1598,Git & Version Control,7.0
INT_1598,APIs & Microservices,8.5
INT_1598,Time Series Analysis,8.5
INT_1598,Business Intelligence & BI Tools,7.0
INT_1599,Python Fundamentals,4.6
INT_1599,SQL & Databases,8.5
INT_1599,System Design,8.5
INT_1599,Git & Version Control,4.6
INT_1599,APIs & Microservices,8.5
INT_1600,Python Fundamentals,8.5
INT_1600,SQL & Databases,8.5
INT_1600,Data Visualization,6.2
INT_1600,Data Wrangling & Pandas,6.2
INT_1600,Business Intelligence & BI Tools,8.5
INT_1601,SQL & Databases,5.5
INT_1601,Deep Learning,5.5
INT_1601,Data Visualization,5.5
INT_1601,Docker & Kubernetes,5.5
INT_1601,System Design,5.5
INT_1601,Frontend Basics (React),8.5
INT_1601,Statistics & Probability,5.5
INT_1601,NLP & Text Analytics,8.5
INT_1601,A/B Testing & Experimentation,8.5
INT_1601,Git & Version Control,5.5
INT_1601,Business Intelligence & BI Tools,5.5
INT_1602,Python Fundamentals,8.5
INT_1602,SQL & Databases,5.1
INT_1602,Docker & Kubernetes,5.1
