intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1490,Cloud Infrastructure,Cognitive Science,3.27,3,4.5,3.5,7.6,6.1,5.0,7.1,Reading,No Preference,Medium,Tablet,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",91.3,0.76,6.9,Low,4.6,20,Docker & Kubernetes,Docker & Kubernetes,Cybersecurity Essentials,Deep Learning
INT_1491,Frontend Dev,Mathematics,3.81,1,3.6,7.2,4.3,2.0,5.3,15.4,Peer-learning,No Preference,Low,Desktop,2,"A/B Testing & Experimentation, Business Intelligence & BI Tools",70.1,0.89,7.9,Low,4.8,120,Python Fundamentals,Python Fundamentals,APIs & Microservices,Data Visualization
INT_1492,Frontend Dev,Mathematics,3.25,3,10.0,6.3,6.0,5.5,4.6,7.9,Hands-on Projects,Afternoon,High,Tablet,5,"Python Fundamentals, Deep Learning, Data Visualization, Frontend Basics (React), Git & Version Control",71.0,0.92,6.9,Low,4.1,43,APIs & Microservices,APIs & Microservices,Reinforcement Learning,MLOps Pipelines
INT_1493,Cloud Infrastructure,Economics,3.49,0,4.5,6.5,4.5,5.0,6.5,8.7,Peer-learning,No Preference,High,Tablet,7,"SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, Frontend Basics (React), Git & Version Control, APIs & Microservices",48.3,0.42,4.5,High,2.7,18,Python Fundamentals,MLOps Pipelines,Python Fundamentals,Docker & Kubernetes
INT_1494,DevOps,Mathematics,3.56,0,4.3,5.5,2.8,2.9,1.0,7.3,Reading,Night Owl,High,Desktop,1,Docker & Kubernetes,87.6,0.56,6.1,Medium,4.0,22,Python Fundamentals,System Design,Git & Version Control,APIs & Microservices
INT_1495,ML Engineering,Statistics,2.48,1,4.7,7.4,5.5,0.5,1.3,12.7,Peer-learning,No Preference,Medium,Laptop,2,"Statistics & Probability, Reinforcement Learning",82.9,0.6,6.9,Medium,4.2,76,Python Fundamentals,SQL & Databases,Python Fundamentals,Git & Version Control
INT_1496,Product Management,Statistics,2.19,0,6.9,5.7,3.9,8.7,1.0,12.9,Mixed,Night Owl,High,Laptop,2,"SQL & Databases, A/B Testing & Experimentation",88.1,0.65,7.3,Medium,3.3,147,Data Visualization,Statistics & Probability,Business Intelligence & BI Tools,Data Visualization
INT_1497,Data Science,Business Analytics,3.54,0,7.1,6.5,0.0,4.6,4.3,5.1,Video,No Preference,Low,Laptop,5,"SQL & Databases, Deep Learning, Statistics & Probability, A/B Testing & Experimentation, Reinforcement Learning",87.9,0.72,6.4,Medium,2.5,35,Data Visualization,Data Visualization,Machine Learning Basics,NLP & Text Analytics
INT_1498,Data Science,Bioinformatics,2.69,1,4.6,7.2,6.1,5.3,2.0,6.8,Reading,Afternoon,High,Mixed,2,"Deep Learning, A/B Testing & Experimentation",80.2,0.53,5.7,Medium,4.3,99,Data Visualization,Data Visualization,Machine Learning Basics,NLP & Text Analytics
INT_1499,Data Engineering,Statistics,2.8,2,3.4,6.8,5.2,3.2,7.3,6.1,Peer-learning,No Preference,Low,Laptop,8,"Python Fundamentals, SQL & Databases, A/B Testing & Experimentation, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices, Time Series Analysis, Business Intelligence & BI Tools",85.7,0.9,7.1,Low,3.3,135,Data Visualization,Statistics & Probability,Cloud Computing (AWS),Docker & Kubernetes
INT_1500,Cybersecurity,Information Systems,3.15,3,7.6,3.8,5.6,5.3,0.9,6.2,Peer-learning,Afternoon,High,Tablet,0,,60.4,0.54,4.9,Medium,3.0,99,Python Fundamentals,SQL & Databases,APIs & Microservices,System Design
INT_1501,Frontend Dev,Computer Science,3.25,3,2.6,5.2,3.6,6.7,5.0,6.3,Hands-on Projects,No Preference,Medium,Laptop,7,"Python Fundamentals, Data Visualization, System Design, Statistics & Probability, NLP & Text Analytics, Git & Version Control, APIs & Microservices",67.1,0.25,4.2,High,4.1,141,Frontend Basics (React),Frontend Basics (React),A/B Testing & Experimentation,Time Series Analysis
INT_1502,Software Engineering,Bioinformatics,3.27,1,2.5,5.8,7.2,1.7,1.9,8.3,Peer-learning,Night Owl,Medium,Tablet,5,"Python Fundamentals, Frontend Basics (React), APIs & Microservices, Time Series Analysis, Reinforcement Learning",49.9,0.65,5.3,Medium,3.0,162,SQL & Databases,SQL & Databases,Data Wrangling & Pandas,Git & Version Control
INT_1503,Backend Dev,Electrical Engineering,2.87,2,5.3,5.5,4.1,5.3,1.5,4.6,Reading,Afternoon,Low,Mixed,5,"SQL & Databases, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",77.8,0.84,6.4,Low,4.1,48,Python Fundamentals,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes
INT_1504,Software Engineering,Business Analytics,3.0,1,7.9,8.4,5.7,2.0,5.3,2.1,Reading,No Preference,High,Mixed,0,,67.7,0.57,4.7,Medium,3.9,148,Python Fundamentals,Cloud Computing (AWS),SQL & Databases,Docker & Kubernetes
INT_1505,Data Engineering,Physics,3.35,0,3.0,7.3,1.7,3.2,1.4,6.9,Mixed,Morning,Medium,Tablet,4,"Python Fundamentals, Data Wrangling & Pandas, Git & Version Control, Time Series Analysis",74.9,0.63,5.9,Medium,5.0,114,SQL & Databases,Statistics & Probability,MLOps Pipelines,APIs & Microservices
INT_1506,Software Engineering,Information Systems,3.39,1,3.3,6.8,3.5,5.9,4.6,8.1,Hands-on Projects,Evening,Low,Mixed,7,"SQL & Databases, Data Visualization, System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, Time Series Analysis",52.1,0.4,4.4,High,5.0,92,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),Python Fundamentals
INT_1507,Software Engineering,Mathematics,2.66,3,4.4,5.7,4.7,6.3,1.9,9.1,Peer-learning,Morning,Low,Laptop,3,"Machine Learning Basics, System Design, Git & Version Control",52.9,0.78,5.9,Medium,4.0,57,Python Fundamentals,SQL & Databases,Data Wrangling & Pandas,Frontend Basics (React)
INT_1508,Frontend Dev,Bioinformatics,3.82,0,2.1,4.1,4.4,3.9,1.7,10.6,Video,Afternoon,Low,Tablet,2,"Data Visualization, Frontend Basics (React)",55.3,0.38,4.9,High,4.4,53,Python Fundamentals,Python Fundamentals,Git & Version Control,APIs & Microservices
INT_1509,Data Engineering,Economics,3.76,0,5.2,3.7,4.3,6.5,4.1,9.0,Hands-on Projects,Night Owl,Medium,Laptop,7,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, MLOps Pipelines, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",64.5,0.77,6.3,Medium,3.9,19,SQL & Databases,Data Visualization,System Design,Business Intelligence & BI Tools
INT_1510,ML Engineering,Cognitive Science,3.3,2,1.9,5.1,7.3,4.7,2.1,7.3,Video,Night Owl,High,Desktop,1,Cloud Computing (AWS),68.5,0.91,6.7,Low,5.0,131,Python Fundamentals,Statistics & Probability,A/B Testing & Experimentation,NLP & Text Analytics
INT_1511,Data Science,Cognitive Science,2.17,0,4.0,7.9,1.3,4.6,1.8,7.2,Mixed,Night Owl,Medium,Laptop,4,"Deep Learning, Data Visualization, Statistics & Probability, NLP & Text Analytics",52.2,0.67,5.3,Medium,3.2,41,Machine Learning Basics,Machine Learning Basics,Data Wrangling & Pandas,Time Series Analysis
INT_1512,Cloud Infrastructure,Physics,2.85,3,5.9,4.1,1.1,4.8,3.2,10.6,Video,Evening,High,Mixed,3,"Docker & Kubernetes, Git & Version Control, Business Intelligence & BI Tools",72.5,0.76,6.8,Low,4.0,26,Python Fundamentals,System Design,APIs & Microservices,MLOps Pipelines
INT_1513,Software Engineering,Physics,3.41,0,6.3,8.3,7.3,0.0,1.0,2.9,Peer-learning,Morning,Medium,Desktop,6,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, System Design, Git & Version Control, Reinforcement Learning",90.5,0.64,5.8,Medium,5.0,120,Cloud Computing (AWS),Frontend Basics (React),Data Wrangling & Pandas,APIs & Microservices
INT_1514,Backend Dev,Cognitive Science,3.66,1,4.6,6.3,0.1,3.2,5.3,2.0,Hands-on Projects,Morning,Low,Mixed,6,"SQL & Databases, Docker & Kubernetes, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",84.9,0.62,5.4,Medium,3.8,28,Python Fundamentals,Cloud Computing (AWS),Python Fundamentals,Cybersecurity Essentials
INT_1515,Software Engineering,Mathematics,4.0,1,4.7,8.4,3.3,1.9,4.9,5.6,Video,Evening,Low,Laptop,4,"SQL & Databases, Frontend Basics (React), APIs & Microservices, Time Series Analysis",63.0,0.97,6.4,Low,4.9,27,Python Fundamentals,Cloud Computing (AWS),System Design,Docker & Kubernetes
INT_1516,DevOps,Physics,2.5,0,6.8,6.3,8.5,2.3,1.1,7.7,Mixed,Evening,Medium,Mixed,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, MLOps Pipelines, Git & Version Control",82.5,0.83,6.9,Low,2.9,170,Docker & Kubernetes,System Design,APIs & Microservices,Docker & Kubernetes
INT_1517,Software Engineering,Information Systems,3.19,0,6.0,7.1,4.7,4.1,4.4,10.7,Mixed,Morning,Low,Laptop,7,"Python Fundamentals, Cloud Computing (AWS), System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, Time Series Analysis",66.6,0.89,7.1,Low,3.5,29,SQL & Databases,APIs & Microservices,SQL & Databases,Docker & Kubernetes
INT_1518,Frontend Dev,Economics,3.41,3,7.4,5.2,3.0,4.3,2.9,10.5,Video,Morning,Medium,Desktop,6,"Python Fundamentals, Data Visualization, Frontend Basics (React), A/B Testing & Experimentation, Git & Version Control, APIs & Microservices",56.1,0.72,6.1,Medium,2.9,157,SQL & Databases,Time Series Analysis,Statistics & Probability,Machine Learning Basics
INT_1519,Cybersecurity,Bioinformatics,3.49,0,1.9,7.2,5.8,6.0,4.8,8.3,Mixed,Night Owl,High,Mixed,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",64.1,0.74,6.1,Medium,3.0,172,Docker & Kubernetes,Docker & Kubernetes,Reinforcement Learning,NLP & Text Analytics
INT_1520,Backend Dev,Economics,3.5,1,3.5,7.2,6.3,6.4,0.0,10.7,Video,No Preference,Medium,Desktop,0,,58.2,0.78,6.4,Low,3.4,16,Python Fundamentals,SQL & Databases,Python Fundamentals,Data Wrangling & Pandas
INT_1521,Product Management,Mathematics,3.31,0,3.4,6.4,3.7,3.6,0.0,7.8,Peer-learning,No Preference,High,Laptop,8,"SQL & Databases, Data Visualization, Frontend Basics (React), Statistics & Probability, A/B Testing & Experimentation, APIs & Microservices, Time Series Analysis, Business Intelligence & BI Tools",84.8,0.89,7.3,Low,5.0,69,Python Fundamentals,NLP & Text Analytics,Deep Learning,Machine Learning Basics
INT_1522,DevOps,Statistics,3.13,0,2.8,8.7,0.9,3.0,7.0,4.1,Mixed,No Preference,Low,Tablet,1,Reinforcement Learning,100.0,0.82,7.0,Low,4.1,40,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,Cybersecurity Essentials
INT_1523,ML Engineering,Cognitive Science,2.9,0,4.3,6.7,5.5,2.5,2.1,2.0,Reading,Afternoon,Medium,Laptop,2,"Cloud Computing (AWS), NLP & Text Analytics",85.9,0.35,4.5,High,5.0,110,Python Fundamentals,SQL & Databases,System Design,Git & Version Control
INT_1524,Cloud Infrastructure,Economics,3.31,1,4.6,6.4,0.0,5.1,4.3,10.7,Hands-on Projects,Night Owl,Medium,Desktop,0,,95.3,0.61,7.1,Medium,3.5,31,Python Fundamentals,Python Fundamentals,SQL & Databases,Git & Version Control
INT_1525,Frontend Dev,Economics,3.36,2,4.9,5.2,3.1,3.0,5.9,4.5,Reading,No Preference,High,Desktop,7,"Deep Learning, Data Visualization, System Design, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",81.1,0.69,5.9,Medium,3.6,106,Python Fundamentals,Python Fundamentals,Time Series Analysis,Statistics & Probability
INT_1526,Product Management,Electrical Engineering,2.72,0,7.6,5.1,3.9,4.2,0.1,9.1,Peer-learning,Night Owl,Medium,Tablet,4,"SQL & Databases, Data Visualization, Time Series Analysis, Business Intelligence & BI Tools",87.7,0.48,6.1,Medium,4.0,71,Statistics & Probability,Statistics & Probability,A/B Testing & Experimentation,Machine Learning Basics
INT_1527,DevOps,Bioinformatics,3.46,0,5.1,8.9,6.2,5.0,5.7,6.7,Mixed,Night Owl,Medium,Laptop,7,"Python Fundamentals, Docker & Kubernetes, System Design, Statistics & Probability, Git & Version Control, APIs & Microservices, Time Series Analysis",44.3,0.95,5.9,Low,4.3,37,SQL & Databases,Cybersecurity Essentials,Cloud Computing (AWS),MLOps Pipelines
INT_1528,Product Management,Cognitive Science,3.14,2,5.8,1.7,5.9,5.7,5.1,8.9,Mixed,Afternoon,Low,Desktop,8,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Data Visualization, Cybersecurity Essentials, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",83.6,0.67,6.6,Medium,3.1,22,Deep Learning,NLP & Text Analytics,MLOps Pipelines,Data Wrangling & Pandas
INT_1529,Product Management,Economics,2.92,0,4.9,5.1,6.0,0.0,6.9,2.0,Reading,Morning,High,Tablet,4,"Statistics & Probability, A/B Testing & Experimentation, Data Wrangling & Pandas, Business Intelligence & BI Tools",73.1,0.84,5.8,Low,2.1,171,SQL & Databases,SQL & Databases,Data Visualization,Time Series Analysis
INT_1530,Frontend Dev,Business Analytics,2.91,0,3.7,8.2,4.2,5.5,4.2,8.9,Video,Morning,High,Mixed,0,,54.7,0.48,4.9,Medium,3.7,91,Python Fundamentals,Frontend Basics (React),Python Fundamentals,Git & Version Control
INT_1531,Data Science,Statistics,3.35,0,6.8,5.2,6.6,2.0,1.9,6.9,Video,Evening,Low,Laptop,5,"Machine Learning Basics, Deep Learning, Data Visualization, Statistics & Probability, A/B Testing & Experimentation",87.0,0.69,6.5,Medium,3.9,151,SQL & Databases,Time Series Analysis,SQL & Databases,Data Wrangling & Pandas
INT_1532,Software Engineering,Economics,3.39,0,7.5,6.0,6.2,2.8,5.3,3.9,Mixed,No Preference,Low,Laptop,1,APIs & Microservices,62.8,0.83,5.7,Medium,4.4,38,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,SQL & Databases
INT_1533,ML Engineering,Cognitive Science,3.64,0,3.2,6.8,4.4,6.8,3.4,5.9,Mixed,Afternoon,Low,Laptop,6,"SQL & Databases, Machine Learning Basics, Deep Learning, Data Wrangling & Pandas, Git & Version Control, Reinforcement Learning",69.1,0.84,6.2,Low,4.5,166,Python Fundamentals,MLOps Pipelines,A/B Testing & Experimentation,NLP & Text Analytics
INT_1534,ML Engineering,Information Systems,3.88,1,5.1,7.9,5.0,6.9,5.5,8.4,Video,Night Owl,Low,Tablet,1,SQL & Databases,58.7,0.58,5.3,Medium,3.5,53,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,System Design
INT_1535,Frontend Dev,Bioinformatics,3.35,1,7.7,8.4,3.4,6.3,7.9,7.8,Mixed,Afternoon,Medium,Laptop,6,"Machine Learning Basics, Cloud Computing (AWS), Frontend Basics (React), NLP & Text Analytics, Git & Version Control, APIs & Microservices",58.3,0.56,5.2,Medium,4.0,16,Python Fundamentals,Python Fundamentals,Data Visualization,Reinforcement Learning
INT_1536,Cybersecurity,Computer Science,3.8,2,4.2,5.1,5.7,2.1,1.0,10.2,Peer-learning,Evening,Medium,Laptop,5,"Docker & Kubernetes, Cybersecurity Essentials, System Design, Git & Version Control, APIs & Microservices",70.5,0.5,5.7,Medium,3.4,25,Python Fundamentals,SQL & Databases,Python Fundamentals,Cloud Computing (AWS)
INT_1537,ML Engineering,Electrical Engineering,3.02,0,8.3,1.9,5.4,4.2,3.2,7.6,Peer-learning,Evening,High,Laptop,7,"Python Fundamentals, SQL & Databases, Deep Learning, Docker & Kubernetes, Statistics & Probability, NLP & Text Analytics, Data Wrangling & Pandas",85.5,0.38,5.5,Medium,4.8,19,Machine Learning Basics,Reinforcement Learning,MLOps Pipelines,Machine Learning Basics
INT_1538,Cloud Infrastructure,Computer Science,2.78,0,4.4,4.6,7.3,6.2,4.4,4.2,Hands-on Projects,Night Owl,Medium,Tablet,1,A/B Testing & Experimentation,93.2,0.71,6.4,Medium,3.7,142,Python Fundamentals,MLOps Pipelines,Cybersecurity Essentials,Git & Version Control
INT_1539,Product Management,Business Analytics,3.45,2,6.5,5.9,5.2,4.9,3.0,11.7,Hands-on Projects,Evening,Medium,Mixed,6,"SQL & Databases, Data Visualization, Frontend Basics (React), Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",60.3,0.51,5.7,Medium,3.7,136,Python Fundamentals,MLOps Pipelines,Time Series Analysis,Deep Learning
INT_1540,DevOps,Electrical Engineering,2.81,0,4.8,5.0,6.2,1.9,4.0,14.7,Reading,No Preference,Medium,Tablet,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, NLP & Text Analytics, MLOps Pipelines",80.4,0.56,7.0,Medium,5.0,23,Docker & Kubernetes,APIs & Microservices,Git & Version Control,Docker & Kubernetes
INT_1541,Data Science,Economics,2.67,0,8.7,3.2,1.3,4.7,5.9,9.2,Reading,Evening,High,Desktop,7,"SQL & Databases, Machine Learning Basics, Deep Learning, Data Visualization, Cloud Computing (AWS), Statistics & Probability, Business Intelligence & BI Tools",48.5,0.93,6.3,Low,4.3,71,NLP & Text Analytics,NLP & Text Analytics,Time Series Analysis,A/B Testing & Experimentation
INT_1542,Cloud Infrastructure,Information Systems,3.62,0,7.6,8.5,4.2,4.5,4.8,7.9,Mixed,No Preference,Low,Desktop,0,,71.1,0.66,6.0,Medium,4.5,44,Python Fundamentals,Cybersecurity Essentials,Cloud Computing (AWS),Docker & Kubernetes
INT_1543,ML Engineering,Cognitive Science,3.29,1,7.1,3.2,7.4,4.2,1.2,2.1,Mixed,Morning,Low,Laptop,0,,66.9,0.89,5.8,Low,2.5,53,Python Fundamentals,Reinforcement Learning,MLOps Pipelines,Machine Learning Basics
INT_1544,Software Engineering,Electrical Engineering,3.21,0,5.1,2.6,5.7,4.7,3.6,7.1,Mixed,Evening,Low,Mixed,6,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, Frontend Basics (React), Data Wrangling & Pandas, APIs & Microservices",83.7,0.78,6.7,Low,4.8,153,SQL & Databases,SQL & Databases,System Design,Git & Version Control
INT_1545,DevOps,Electrical Engineering,3.26,1,2.6,7.4,8.5,2.9,1.9,9.4,Hands-on Projects,Night Owl,Medium,Mixed,3,"Python Fundamentals, MLOps Pipelines, Git & Version Control",71.6,0.87,7.0,Low,4.7,125,SQL & Databases,APIs & Microservices,System Design,SQL & Databases
INT_1546,Product Management,Statistics,3.7,1,6.4,6.6,4.8,3.4,0.6,5.7,Hands-on Projects,Morning,High,Desktop,4,"Data Visualization, Frontend Basics (React), A/B Testing & Experimentation, Business Intelligence & BI Tools",41.6,0.49,4.0,High,2.8,128,SQL & Databases,SQL & Databases,Statistics & Probability,Python Fundamentals
INT_1547,Frontend Dev,Cognitive Science,2.7,1,5.0,4.4,5.1,5.5,6.0,7.3,Mixed,Morning,Medium,Desktop,5,"Python Fundamentals, System Design, Frontend Basics (React), Statistics & Probability, APIs & Microservices",88.8,0.66,6.5,Medium,4.1,32,Data Visualization,Data Visualization,Git & Version Control,MLOps Pipelines
INT_1548,Software Engineering,Electrical Engineering,3.88,0,4.9,6.9,2.0,3.7,4.2,8.0,Hands-on Projects,Evening,Low,Tablet,7,"Python Fundamentals, SQL & Databases, Machine Learning Basics, System Design, Frontend Basics (React), APIs & Microservices, Reinforcement Learning",62.1,0.89,6.5,Low,5.0,44,Cloud Computing (AWS),Data Wrangling & Pandas,Git & Version Control,Docker & Kubernetes
INT_1549,Data Science,Information Systems,3.22,0,6.8,4.9,3.6,5.0,6.7,11.5,Video,Morning,Medium,Laptop,8,"Machine Learning Basics, Data Visualization, Statistics & Probability, A/B Testing & Experimentation, Data Wrangling & Pandas, Git & Version Control, Reinforcement Learning, Business Intelligence & BI Tools",72.7,0.78,7.0,Low,4.0,156,Deep Learning,Deep Learning,Time Series Analysis,NLP & Text Analytics
INT_1550,Frontend Dev,Business Analytics,3.53,1,6.0,0.0,3.1,5.6,1.9,7.8,Peer-learning,Afternoon,Medium,Laptop,7,"Python Fundamentals, Machine Learning Basics, Data Visualization, Frontend Basics (React), NLP & Text Analytics, Git & Version Control, Business Intelligence & BI Tools",69.8,0.92,6.8,Low,4.4,120,APIs & Microservices,APIs & Microservices,Deep Learning,MLOps Pipelines
INT_1551,DevOps,Business Analytics,3.6,1,1.9,6.9,1.3,0.0,4.5,9.4,Peer-learning,Afternoon,Medium,Desktop,5,"Cloud Computing (AWS), Cybersecurity Essentials, System Design, NLP & Text Analytics, Git & Version Control",74.9,0.84,7.0,Low,4.4,156,Python Fundamentals,Docker & Kubernetes,Python Fundamentals,APIs & Microservices
INT_1552,Software Engineering,Electrical Engineering,3.31,0,7.6,6.4,4.7,1.3,1.6,4.7,Peer-learning,Night Owl,High,Laptop,3,"Python Fundamentals, Data Wrangling & Pandas, Git & Version Control",51.9,0.9,5.7,Low,2.3,109,SQL & Databases,SQL & Databases,APIs & Microservices,System Design
INT_1553,ML Engineering,Cognitive Science,3.55,2,1.1,7.7,5.3,3.0,6.0,13.9,Mixed,Night Owl,High,Mixed,1,MLOps Pipelines,57.2,0.38,5.4,Medium,2.4,136,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes
INT_1554,Backend Dev,Electrical Engineering,3.33,1,7.8,3.2,3.0,3.0,4.6,7.6,Video,Evening,Medium,Laptop,3,"Python Fundamentals, MLOps Pipelines, Data Wrangling & Pandas",76.3,0.88,6.9,Low,4.7,33,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes,Git & Version Control
INT_1555,Cybersecurity,Electrical Engineering,3.9,2,8.9,6.5,5.7,5.1,1.0,6.8,Video,Afternoon,High,Mixed,6,"Python Fundamentals, Docker & Kubernetes, Cybersecurity Essentials, System Design, Git & Version Control, Reinforcement Learning",50.8,0.79,5.6,Medium,3.3,159,SQL & Databases,SQL & Databases,APIs & Microservices,Cloud Computing (AWS)
INT_1556,Data Science,Electrical Engineering,3.59,3,9.3,3.8,3.1,4.8,3.2,2.3,Hands-on Projects,Night Owl,Low,Desktop,5,"Machine Learning Basics, Deep Learning, System Design, NLP & Text Analytics, Business Intelligence & BI Tools",72.5,0.84,5.8,Low,4.8,33,Data Visualization,Data Visualization,Time Series Analysis,A/B Testing & Experimentation
INT_1557,Software Engineering,Electrical Engineering,4.0,2,4.3,9.2,2.5,4.2,5.8,5.9,Mixed,Afternoon,Low,Laptop,2,"Docker & Kubernetes, Git & Version Control",43.3,0.94,5.7,Low,4.0,156,Python Fundamentals,Cloud Computing (AWS),APIs & Microservices,Frontend Basics (React)
INT_1558,DevOps,Cognitive Science,3.32,3,5.7,6.7,2.8,3.1,9.9,2.1,Hands-on Projects,Morning,Low,Laptop,3,"Python Fundamentals, NLP & Text Analytics, APIs & Microservices",65.0,0.86,5.6,Low,3.6,27,SQL & Databases,System Design,Git & Version Control,MLOps Pipelines
INT_1559,Cloud Infrastructure,Bioinformatics,3.25,3,6.9,6.7,1.9,7.9,1.9,13.2,Video,Night Owl,Medium,Desktop,3,"SQL & Databases, Docker & Kubernetes, System Design",43.1,0.51,5.3,Medium,4.7,35,Python Fundamentals,Git & Version Control,APIs & Microservices,Python Fundamentals
INT_1560,Software Engineering,Information Systems,3.04,1,5.8,5.4,6.0,5.2,3.0,8.7,Video,Morning,Low,Tablet,5,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, System Design, Frontend Basics (React)",59.1,0.74,6.0,Medium,3.4,109,SQL & Databases,Data Wrangling & Pandas,APIs & Microservices,Git & Version Control
INT_1561,Software Engineering,Bioinformatics,3.54,0,5.6,4.5,2.7,5.8,5.3,12.5,Reading,Morning,High,Mixed,0,,78.5,0.5,6.4,Medium,4.9,77,Python Fundamentals,Data Wrangling & Pandas,Python Fundamentals,Docker & Kubernetes
INT_1562,Data Engineering,Bioinformatics,2.58,1,3.1,5.6,6.5,2.6,1.7,6.8,Mixed,Evening,Low,Desktop,6,"Data Visualization, Docker & Kubernetes, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",58.7,0.89,6.2,Low,4.9,94,Python Fundamentals,Statistics & Probability,Time Series Analysis,SQL & Databases
INT_1563,Frontend Dev,Business Analytics,3.65,1,6.6,3.3,0.1,6.5,4.3,5.8,Peer-learning,Morning,Medium,Laptop,6,"Python Fundamentals, Data Visualization, Docker & Kubernetes, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",59.9,0.84,5.9,Low,3.4,22,Frontend Basics (React),Frontend Basics (React),Deep Learning,System Design
INT_1564,Software Engineering,Physics,2.62,0,7.1,7.5,8.2,4.6,3.0,7.8,Reading,Morning,Medium,Tablet,5,"SQL & Databases, Docker & Kubernetes, System Design, A/B Testing & Experimentation, APIs & Microservices",75.1,0.68,6.2,Medium,3.8,64,Python Fundamentals,Data Wrangling & Pandas,Git & Version Control,Frontend Basics (React)
INT_1565,Data Science,Bioinformatics,3.32,0,5.6,4.6,2.2,5.0,7.2,7.1,Reading,No Preference,High,Tablet,6,"Deep Learning, Data Visualization, System Design, NLP & Text Analytics, Data Wrangling & Pandas, Reinforcement Learning",49.5,0.78,5.5,Medium,3.1,158,Machine Learning Basics,Machine Learning Basics,A/B Testing & Experimentation,Time Series Analysis
INT_1566,Product Management,Economics,3.48,0,5.4,8.1,10.0,3.3,2.2,9.3,Video,Afternoon,Medium,Laptop,1,Data Visualization,84.9,0.67,6.7,Medium,5.0,42,SQL & Databases,Statistics & Probability,A/B Testing & Experimentation,SQL & Databases
INT_1567,Data Science,Information Systems,2.86,1,3.5,8.1,0.0,7.7,1.7,9.1,Video,Evening,Low,Desktop,1,Deep Learning,73.8,0.51,5.7,Medium,4.7,133,Data Visualization,Data Visualization,Machine Learning Basics,Data Wrangling & Pandas
INT_1568,Frontend Dev,Mathematics,3.86,1,9.9,7.3,5.5,3.4,2.3,8.6,Mixed,No Preference,High,Mixed,0,,75.9,0.6,6.0,Medium,4.1,154,Python Fundamentals,Frontend Basics (React),APIs & Microservices,Python Fundamentals
INT_1569,Data Science,Mathematics,3.17,2,10.0,5.6,8.9,0.6,3.8,6.4,Reading,No Preference,Medium,Laptop,1,Machine Learning Basics,61.2,0.46,4.7,Medium,4.2,49,Data Visualization,Data Visualization,Deep Learning,Time Series Analysis
INT_1570,Data Engineering,Bioinformatics,3.02,0,0.0,3.6,3.6,8.5,0.7,5.2,Reading,Afternoon,High,Desktop,3,"System Design, Data Wrangling & Pandas, Reinforcement Learning",70.8,0.72,5.8,Medium,3.6,73,Python Fundamentals,Business Intelligence & BI Tools,Statistics & Probability,SQL & Databases
INT_1571,Data Engineering,Business Analytics,2.68,0,2.0,6.3,5.3,7.7,9.2,12.3,Reading,Afternoon,Medium,Laptop,5,"Data Visualization, Docker & Kubernetes, Statistics & Probability, Data Wrangling & Pandas, APIs & Microservices",56.0,0.79,6.6,Low,4.3,128,Python Fundamentals,Business Intelligence & BI Tools,SQL & Databases,Time Series Analysis
